,0
426,banking
427,daily cash deposits
428,cashier
429,conferences
430,drivers
431,equity
432,senior management
433,fashion
434,fixed income
435,insurance sales
436,materials
437,knowledge of store
438,public relations
439,receptionist
440,script
441,shipping
442,spreadsheets
443,strategic
444,transportation
445,3d
446,assembly language
447,c language
448,cad
449,chinese
450,clustering
451,controller
452,database software
453,economics
454,editing
455,embedded system
456,english
457,experiments
458,gui
459,graphic
460,java
461,laser
462,lathe
463,machine learning
464,"mechanical
  design"
465,mechanical design
466,mechanical engineering
467,windows 7
468,mill
469,modeling
470,networks
471,neural
472,operating systems
473,os
474,camera
475,plc
476,predict
477,rendering
478,robotics
479,solidworks
480,sql server
481,stata
482,statistics
483,system design
484,"trading
 system"
485,vision
486,10baset
487,atm
488,atm network
489,cd roms
490,hardware
491,customer services
492,ethernet
493,network cabling
494,firewall
495,frame relay
496,ghost
497,novell groupwise
498,hard drives
499,phone support
500,ibm
501,lan
502,laptops
503,lotus suites
504,meridian
505,microsoft products
506,exchange server
507,ms exchange
508,microsoft office suites
509,97
510,windows
511,2000
512,win 95
513,98
514,windows nt workstation
515,modems
516,network interface cards
517,network security
518,network servers
519,nortel
520,novell 5.0
521,office suites
522,pbx
523,phone system
524,printer
525,ram
526,routers
527,servers
528,switches
529,software support
530,desktop support
531,user training
532,technician
533,token ring
534,training manuals
535,troubleshoot
536,troubleshooting
537,unix
538,video cards
539,cash handling
540,communication skills
541,cpr certified
542,resolving customer complaints
543,medisoft
544,type 50 wpm
545,ms word
546,dispatching
547,state       general studies
548,adp payroll
549,air force
550,balance
551,basic
552,excellent oral
553,cost reduction
554,information security
555,loss prevention
556,weapons
557,payroll
558,philosophy
559,recruiting
560,sales training
561,web content development
562,written communication skills
563,state     scheduling appointments
564,maintaining calendars
565,equipment
566,worksite direction
567,weddings
568,retirement parties
569,handle scheduling/ booking
570,"addressing
customer concerns"
571,tracking employees hours
572,scheduling appointments
573,addressing customer concerns
574,special events
575,arranging travel
576,"dean's
list scholar"
577,consultation
578,hindi
579,television
580,muneshwara layout laggere
581,chikkegowdappa anand
582,cim 7.2.1
583,cim
584,cim 7.0
585,cim6.2
586,tibco dq
587,tibco patterns
588,tibco ems 8.3
589,eclipse
590,rational rose
591,magic draw
592,mdm solutions architecture
593,configuration management
594,system integration
595,j2ee
596,weblogic
597,javascript
598,jdbc
599,pl/sql
600,shell script
601,sql loader
602,nt 4.0
603,windows xp
604,unix   database: oracle
