,0
185,mac os
186,managing
187,ms office suite
188,windows
189,98
190,oracle applications
191,organization development
192,performance appraisal
193,process improvement
194,promotion
195,settlements
196,strategic
197,"survey
design"
198,asset management
199,administrative
200,computer proficient
201,conflict management
202,contract negotiation
203,digital photography
204,file management
205,problem solving
206,property management
207,social media
208,routers: cisco 17xx
209,18xx
210,26xx
211,28xx
212,37xx
213,38xx
214,3750
215,45xx
216,65xx series
217,nexus  5k
218,2k
219,7k
220,eigrp
221,bgp
222,rip-2
223,pbr
224,route filtering
225,redistribution
226,summarization
227,vtp
228,stp
229,pvst+
230,rpvst+
231,multicast operations
232,layer 3 switches
233,ether channels
234,fast ethernet
235,gigabit ethernet
236,fddi
237,cddi
238,token ring
239,channelized links (e1/t1/e3/t3)
240,fiber optic circuits
241,frame relay
242,isdn
243,hsrp
244,glbp
245,irdp
246,nat
247,snmp
248,syslog
249,ntp
250,dhcp
251,cdp
252,dns
253,fxo/fxs/e&m/t1/isdn/ pri
254,radius
255,ips/ids
256,dmz setup
257,cbac
258,cisco nac
259,acl
260,ios firewall features
261,ex 4200
262,ex 4500
263,mx-480
264,m series
265,srx210
266,change
267,telecommunication
268,multi-tasking call center
269,contracts
270,insurance
271,team building
272,mac
273,outlook exchange
274,newsletter
275,personnel
276,presentations
277,re-engineering
278,spreadsheets
279,team player
280,strong public speaker
281,professional and friendly
282,active directory
283,backup
284,ccna
285,cisco
286,cisco certified
287,hardware
288,dec
289,erp
290,firewalls
291,ftp
292,gui
293,hindi
294,ip
295,lan
296,access
297,microsoft certified professional
298,mcp
299,mail
300,windows 8
301,windows7
302,windows xp
303,migration
304,ess
305,network associates
306,network printers
307,network and troubleshooting
308,networking
309,ospf
310,printer
311,protocols
312,rip
313,routers
314,routing
315,sap basis
316,servers
317,switches
318,phones
319,telnet
320,terminal server
321,vista
322,wan
323,post:- abhana
324,disit:- damoh
325,adobe
326,advertisements
327,art
328,interpersonal communication
329,excellent communication
330,creative design
331,client satisfaction
332,dependable
333,adaptable learner
334,staff training
335,first aid
336,government security clearance
337,graphic design
338,computer graphics
339,leadership ability
340,organized individual
341,messaging
342,weapons training
343,page-layout
344,critical thinker
345,photography
346,very fast learner
347,tear gas training
348,honesty
349,loyalty
350,integrity
351,proficient in sap
352,evms
353,accruals
354,call center
355,counseling
356,financial management
357,forecasting
358,invoicing
359,mod
360,network support
361,procurement
362,profit
363,vendor relations
364,microsoft office: word
365,pp
366,vurv
367,taleo
368,banner
369,brass peoplesoft
370,hireexpress
371,and fmp
372,a level 2
373,analyst
374,arts
375,as/400
376,bridges
377,c
378,call centre
379,coach
380,credit
381,desktops
382,engineer
383,event management
384,ids
385,maintaining inventory
386,inventory
387,itil
388,itil v
389,knowledge management
390,laptops
391,logging
392,microsoft exchange
393,windows 7
394,win
395,win 7
396,win 2000
397,win 95
398,nt
399,msn
400,operating system
401,oracle
402,punjabi
403,san
404,sla
405,sql server
406,ssl
407,tax
408,technical documentation
409,troubleshoot
410,video
411,vpn
412,vc
413,karan vihar
414,kirari extn- ii
415,nangloi
416,c++
417,c#
418,microsoft project
419,8.1
420,firefox
421,sql server 2005
422,policy amounts
423,policy premium dates
424,transfer funds
425,system security
426,cases
427,test cases
428,functional testing
429,integration
430,integration testing
431,integrator
432,android
433,android sdk
434,ios
435,mapping
436,safari
437,software testing
438,statistics
439,test plans
440,topo
441,writing functional
442,test engineer
443,writing test
444,writing test cases
445,ms sql server
446,retail
447,retail marketing
448,system testing
449,acceptance testing
450,gis
451,html
452,javascript
453,linux
454,performance testing
455,regression testing
456,scripting
457,self motivated
458,software development
459,structured software
460,system integration
461,user acceptance
462,user acceptance testing
463,xml
464,operations
465,database
466,insurance management
467,payments
468,b2b software
469,high performance computing
470,security
471,software engineering
472,trading
473,program management
474,service management
475,client relationship management
476,sales and solutioning
477,transition management
478,managing p&l
479,a p
480,behavioral health
481,business operations
482,business planning
483,business process
484,consulting
485,contact management
486,customer relationship management
487,crm
488,customer care
489,dell
490,direct marketing
491,entrepreneur
492,fp&a
493,gross profit
494,human resource management
495,human resources
496,inside sales
497,legal
498,management consulting
499,organizational
500,process re-engineering
501,sales support
502,accounts payable
503,ad
504,ap
505,automation
506,trial balance
507,book
508,debit
509,fixed assets
510,indexing
511,processing of invoices
512,invoice processing
513,letters
514,ms-word
515,purchase requisitions
516,purchasing
517,receiving
518,reconciling
519,shared service
520,sla i
521,sun
522,acquisitions
523,banking
524,cl
525,cpa
526,inventory control
527,microsoft dynamics
528,mis
529,navision
530,negotiation
531,requirement
532,stock control
533,supervising
534,moorthy nagar
535,villivakkam
536,faxing
537,anesthesia
538,labs
539,registration
540,well baby newborn
541,inpatient claims
542,power point
543,internet explorer
544,cms pricers
545,drg calculator
546,icd-9
547,cpt
548,problems
549,"power
point"
550,facets
551,ika systems
552,"drg
calculator"
553,claims processing
554,active
555,long term disability
556,carrier eligibility
557,brokers
558,government regulation
559,benefits
560,brochures
561,calculator
562,cms
563,cpt coding
564,team lead
565,team leader
566,microsoft access
567,microsoft word
568,police
569,coding
