,0
362,technical support
363,writing skills
364,computers
365,access computer programs
366,achiever
367,responsible
368,disciplined & consistent
369,instructor
370,simulation
371,liaison
372,training programs
373,case management
374,armor
375,instructional training
376,testing
377,associate
378,needs assessment
379,personnel management
380,trading
381,communication
382,curriculum
383,literacy
384,lesson planning
385,documentation
386,microsoft outlook
387,organizational
388,reading comprehension
389,travel planning
390,ca
391,csu
392,filemaker pro
393,focus
394,mac
395,outlook
396,internet search engines
397,organizing
398,recruitment
399,report writing
400,training materials
401,msoffice:  powerpoint
402,publisher
403,lunches
404,developed spreadsheets
405,development
406,educational theory
407,articulate
408,business development
409,interpersonal skills
410,emergency preparedness
411,invoicing
412,networking
413,operations management
414,public speaker
415,team player
416,phone answering
417,newark
418,uploading purchase requests
419,springfield
420,somerset
421,mailbox #256
422,summit
423,management
424,fundraising
425,community outreach
426,teamwork
427,cpr certified
428,overlook hospital
429,newman catholic club
430,billing system
431,competitive
432,hardware
433,consulting
434,"customer
  service"
435,database programming
436,e - commerce
437,edge
438,filemaker
439,mvs
440,team leadership
441,enterprise
442,network
443,new business development
444,novell network
445,"project
management"
446,quality assurance
447,sales manager
448,system integration
449,desktop support
450,troubleshooting
451,adobe creative suite
452,microsoft office suite
453,google apps
454,facebook
455,twitter
456,instagram
457,pinterest
458,tumblr
459,google+
460,youtube
461,blogger
462,wordpress
463,vertical response
464,constant contact
465,raiser's edge
466,proclass
467,campuscafe
468,retailpro
469,ils
470,rentrak
471,set and design
472,peer counseling
473,html
474,retail/sales
475,dramatic theater
476,best practices
477,analytical
478,peers
479,self-sufficient
480,and self-motivated
481,bi
482,coach 7
483,council
484,newsletter
485,teachers' tenure act
486,classroom walk-through
487,charlotte danielson
488,data teams
489,including cognitive coaching
490,daily 5
491,café
492,504
493,title i services
494,social workers
495,including lucy calkins
496,cmp
497,bcamsc kits
498,lacrosse
499,calhoun county
500,kalamazoo
501,mi        skills    academic
502,book
503,negotiating
504,programming
505,cash
506,in sales
507,reconciling
508,sales activities
509,security
510,security practices
511,medical assistant
512,fulfillment
513,material flow
514,medical assistant diploma
515,fda
516,cash register
517,cash handling
518,cpr
519,cpr/
520,excellent multi-tasker
521,microsoft excel
522,multi-tasker
523,osha certificate
524,pricing
525,promote sales
526,sales associate
527,answering
528,dictation
529,general office
530,general office duties
531,laboratory
532,medical records
533,statistics
534,telephones
535,adobe cs: acrobat
536,citrix
537,retrieve
538,dynamic html  photography
539,illustration
540,direct mail pieces
541,trade shows
542,web advertising
543,ftp sources
544,various client websites
545,iri
546,handled changing priorities
547,reckitt benckiser
548,pepsico
549,kraft
550,maple flooring
551,acosta
552,green mountain coffee
553,car
554,slant
555,douglas frohman
556,cornelia arts building
557,girls rock! chicago
558,delaware street capital
559,spitfire spark plugs
560,inverness golf club
561,graphic design    city
562,dreamweaver
563,photo
564,ad
565,banners
566,billing systems
567,brochures
568,cancer
569,catalogs
570,catalog
571,concept
572,conferences
573,sc
574,creativity
575,data analyst
576,data warehousing
577,dynamic html
578,eclipse
579,ftp
580,insurance
581,javascript
582,layout and design
583,logo creation
584,maple
585,marketing materials
586,mysql
587,oil
588,packaging
589,producing
590,coding
591,promotional materials
592,proofing
593,shorthand
594,web site design
595,sold memberships
596,retail goods
597,upgrade packages
598,clerical
599,closing
600,customer services
601,filing
602,financial planning
603,grant applications
604,human resources
605,information technology
606,reception
607,travel arrangements
608,restaurant management
609,serving alcohol responsively
610,nutrition
611,restaurant
612,middle
613,hootsuite
614,medium.com)
615,tv
616,movies
617,ap/ar
618,streamline
619,ap
620,ar
621,ceridian
622,excellent customer service
623,forecasting
624,gross profit
625,ie
626,iso
627,notes
628,works
629,payables
630,marketing and product
631,protocols
632,sop
633,staffing
634,supply chain
635,collections
636,increase
637,video teleconferencing
638,cases
639,administrative support
640,compressors
641,control systems
642,fire control
643,generators
644,industrial machinery
645,interior renovations
646,preventive maintenance
647,budget management
648,logistics management
649,depression
650,including psychodynamic
651,family systems
652,family
653,relaxation skills
654,impulse control
655,social skills
656,locked doors
657,elementary
658,macro
659,social work
660,human services
661,civic
662,medisoft
663,computerized charting
664,std counseling
665,enthusiastic people person
666,great organizational skills
667,motion
668,live-type
669,camera operation
670,power point
671,quickbooks
672,creative suite
673,120  wpm
674,10-key proficient
675,online databases
676,grants
677,project proposals
678,spreadsheets
679,cost analysis
680,memos
681,budget reports
682,meeting minutes
683,job descriptions
684,policies and procedures
685,handbooks
686,evaluating
687,developing
688,codes
689,complaints
690,"utility
          problems"
691,expenditures
692,revenues are recorded
693,promotions
694,terminations
695,transfers
696,discipline
697,auditors
698,public agencies
699,community members
700,construction managers
701,architects
702,vendors
703,developing recommendations
704,supporting other staff
705,repair work
706,projects
707,equipment
708,work orders
709,reports
710,policy/procedures
711,"providing written
          reference"
712,laws
713,regulations
714,concerns
715,questions
716,filed
717,jazz
718,hip-hop
719,ballet
720,tap
721,tribal fusion
722,stretch
723,supervised students
724,book keeping
725,maintain
726,re-order
727,care
728,documenting all performances
729,drumming
730,acting and improv
731,salsa
732,african
733,waltz
734,lighting design/operator
735,audio design
736,videographer
737,set-up
738,public announcer
739,national finlandia foundation
740,presented a speech
741,accounts payable
742,back-up
743,copy writing
744,databases
745,directing
746,editing
747,edit
748,final cut pro
749,inspection
750,inspects
751,new construction
752,camera
753,researches new products
754,producer
755,proposals
756,supervising
757,swing
758,type
759,video
760,video production
761,videography
762,written
763,internet
764,develop
765,educational programs
766,funds
767,profit
768,promotional material
769,author
770,composition
771,ada
772,"creative
writing"
773,drafting
774,english 9
775,essays
776,instructional design
777,persuasion
778,recruiting
779,shell
780,eigrp
781,ospf
782,bgp
783,route redistribution
784,acls
785,policy based routing
786,nat
787,pat.  switching: hsrp
788,vrrp
789,glbp vlans
790,vtp
791,link aggregation (lacp
792,pagp)
793,stp
794,cisco asa
795,7200
796,catalyst 6500
797,nexus 7000
798,asr 12000
799,5000 series
800,catalyst 6500 series
801,user-id
802,wildfire
803,globalprotect
804,url filtering
805,blue coat proxy
806,pki
807,ssl decryption
808,ike
809,ipsec
810,hip checks
811,aruba
812,clear-pass
813,cisco wlan
814,wireless aps
815,cisco ios
816,nx-os
817,smart dash board
818,vmware.  tools: splunk
819,solar winds
820,sevone
821,wireshark
822,ms visio
823,lucid chart
824,"vmware. 
tools: splunk"
825,access information
826,designing router administration
827,utilization
828,ads
829,anti-virus
830,antivirus
831,aps
832,cabling
833,cli
834,cisco 2
835,cisco 3
836,cisco
837,cisco routers
838,encryption
839,decryption
840,designing
841,dhcp
842,disaster recovery
843,engineering support
844,ethernet
845,event management
846,fast
847,firewalls
848,firewall
849,frame-relay
850,gateways
851,gateway
852,gui
853,ids
854,ip
855,lan
856,loss prevention
857,mail
858,migration
859,nac
860,network access control(nac)
861,network administration
862,network servers
863,networks
864,os
865,optimization
866,pci
867,policy analysis
868,proxy
869,requirement
870,router
871,routers
872,routing
873,snmp
874,ssl
875,switches
876,cisco switches
877,tcp/ip
878,technical assistance
879,technical documentation
880,troubleshoot
881,upgrades
882,upgrading
883,view
884,vpn
885,visio
886,vm
887,web servers
888,wide area network
889,wan
890,connectwise
891,raisers edge
892,auction tracker
893,auction pay
894,artsoft
895,hr
896,compensation
897,appraisal
898,automated payroll
899,benefits
900,benefits administration
901,correspondence
902,employee benefits
903,hr generalist
904,new hire orientation
905,payroll processing
906,performance appraisal
907,personnel records
908,client relations
909,accounts and
910,problem resolution
911,product sales
912,employee engagement
913,flsa
914,fmla
915,hr issues
916,labor laws
917,managerial
918,new hires
919,claims
920,compensation and benefits
921,excellent written
922,highly organized
923,very organized
924,workers compensation
925,mitigation
926,hr information system
927,hris
928,human resources management
929,microsoft project
930,ms office
931,ms project
932,ms publisher
933,project manager
934,people and goal-oriented
935,ariba
936,travel
937,scheduling needs
938,maintaining databases
939,state      developed
940,budget planning
941,conversion
942,document management
943,file management
944,ledger
945,97
946,98
947,ucc
948,year-end
949,patriot web
950,customer service skills
951,cycle counting
952,inventory management
953,"leadership
skills"
954,supervisory skills
955,gestalt therapy
956,mindfulness
957,compassionate
958,music
959,drama
960,modern
961,healthcare
962,cobra
963,reconciliation
964,adp
965,accounts for
966,annuities
967,dental
968,healthcare accounts
969,healthcare benefits
970,leave of absence
971,life insurance
972,loa
973,long-term disability
974,ltd
975,short-term disability
976,std
977,award
978,excellent multitasker
979,simultaneously
980,health and safety
981,administrative assistant
982,faxing
983,office supplies
984,adp hr
985,liability
986,detail-oriented
987,office experience
988,automotive
989,data entry
990,railroad
991,backhoes
992,electric palette jacks
993,estitrack
994,usa
995,carpentry
996,color
997,equity
998,inspector
999,philosophy
1000,producing 3
1001,publications
1002,theatre
1003,toad
1004,video editing
1005,website design
1006,ensemble work
1007,production design
1008,choreography
1009,rugby
1010,firing
1011,microsoft office programs
1012,weapons
1013,security clearance
1014,trainer
1015,sales management
1016,wholesale sales
1017,internet sales
1018,school sales
1019,music education
1020,drum set performance
1021,vibraphone performance.
1022,sales software: salesforce.com
1023,computer knowledge
1024,conflict resolution
1025,customer satisfaction
1026,electronics
1027,fax
1028,ink
1029,management skills
1030,money
1031,peak
1032,record keeping
1033,staff management
1034,phone skills
1035,upgrade
1036,web page
1037,act!
1038,current        skills     act!
1039,computer experience
1040,customer service training
1041,tqm
1042,knowledge in c++
1043,java
1044,ruby
1045,matlab
1046,linux/unix command line
1047,latex
1048,discrete mathematics
1049,including enemy
1050,items
1051,staff time logs
1052,cooking surfaces
1053,assembly
1054,united states
1055,sales center
1056,ax
1057,shoes
1058,crm
1059,sharepoint
1060,catalog management
1061,outlook  google docs
1062,emailing
1063,scanning
1064,alumni
1065,fellows
1066,brooklyn
1067,including parents
1068,accounting software
1069,cpt
1070,icd-9
1071,marketing strategies
1072,microsoft access
1073,microsoft- word
1074,office management
1075,spss
1076,therapy
1077,staff and principal.
1078,general
1079,agency
1080,cashier
1081,cash registers
1082,resolve customer complaints
1083,experiment
1084,fashion
1085,film
1086,financing
1087,government regulations
1088,instructing
1089,lighting
1090,listening
1091,machinery
1092,serve meals
1093,mechanical
1094,negotiation
1095,paint
1096,public safety
1097,speaking
1098,maintain records
1099,renovation
1100,repairing
1101,sound
1102,tables
1103,take messages
1104,television
1105,"2010-2014
collection volunteer"
1106,toys for tots
1107,assistant coach
1108,2014-2015
1109,used analytical thinking
1110,initiative
1111,state     receptionist
1112,confirm insurance status
1113,room patients
1114,educate patients
1115,patient scheduling
1116,managing patients files
1117,managerial tasks
1118,bookkeeping
1119,employee payroll
1120,bank deposits
1121,offices
1122,vacuum room carpets
1123,and sweep
1124,scrub
1125,10-key
1126,account management
1127,active learning
1128,calendaring
1129,computer proficiency
1130,coordination
1131,customer needs assessment
1132,executive management support
1133,internet research
1134,telephone skills
1135,vendor management
1136,letters and memos
1137,multi-task management
1138,ask
1139,computer networking
1140,diagnosis
1141,faxes
1142,icd-10
1143,medical coding
1144,medical terminology
1145,microsoft office products
1146,windows 98
1147,multi-tasking
1148,payment processing
1149,copiers
1150,quick learner
1151,scanners
1152,competent oral
1153,fedex
1154,invoice
1155,cyber security
1156,microsoft sharepoint
1157,clo
1158,publishing
1159,event planning
1160,marketing analysis
1161,promotional
1162,weddings
1163,arrangements
1164,nas
1165,network attached storage
1166,vouchers
1167,clerk
1168,data-entry
1169,printing
1170,adobe photoshop
1171,e-mail
1172,adobe illustrator
1173,communication skills
1174,relationship building
1175,strategic planning
1176,vision planning
1177,advertisements
1178,community relations
1179,clientele
1180,first aid
1181,hebrew
1182,negotiations
1183,police
1184,well-organized
1185,page
1186,attention to detail
1187,copying
1188,direct mail
1189,graphic design
1190,human resource
1191,mailing
1192,posters
1193,thai
1194,transportation
1195,internet explorer
1196,supply inventory
1197,technician
1198,answering phones
1199,good customer service
1200,translator
1201,microsoft dynamic ax
1202,cisionpoint
